ID,Genero,sp,Local,Tratamento,LTh,TiL,TarL,FL,AL,FL,HL_M,ED,HW,HL_Rostro,Larg_Boca,Timpano,Disco_Ades_M,Disco_Ades_P,CRC,Massa (gramas)
2852,Physalaemus,Physalaemus_biligonigerus,A,disturbed,8.22,8.39,3.97,9.30,3.77,3.00,4.75,1.00,1.55,7.09,5.42,1.29,NA,NA,19.97,0.45
2853,Dendropsophus,Dendropsophus_minutus,D,undisturbed,9.89,12.75,9.86,11.93,7.91,8.61,9.96,6.45,6.24,10.02,5.31,0.58,0.50,0.73,21.47,0.40
2854,Physalaemus,Physalaemus_cuvieri,F,undisturbed,10.57,11.60,6.18,12.33,4.34,4.89,5.84,1.95,1.78,8.98,6.25,0.54,NA,NA,24.10,0.75
2855,Physalaemus,Physalaemus_cuvieri,F,undisturbed,10.93,12.06,6.99,12.28,4.38,4.92,6.80,2.75,1.94,10.63,5.72,1.55,NA,NA,27.85,1.60
2856,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,5.40,6.54,3.44,7.42,2.37,1.63,2.89,0.67,1.31,4.70,3.71,0.71,NA,NA,12.22,0.15
2857,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,5.22,7.08,3.35,7.35,2.38,1.74,3.46,0.91,1.06,4.62,3.61,NA,NA,NA,13.41,0.10
2858,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,10.75,12.37,9.15,13.60,7.42,8.04,9.65,6.18,6.28,11.21,4.00,1.01,NA,NA,19.68,0.30
2859,Physalaemus,Physalaemus_biligonigerus,A,disturbed,12.91,13.57,9.66,15.25,7.67,9.19,9.12,6.14,6.74,11.87,5.70,1.15,NA,NA,24.09,0.75
2860,Physalaemus,Physalaemus_biligonigerus,A,disturbed,8.70,8.83,4.72,8.99,2.75,3.17,4.29,0.77,2.14,8.12,7.26,1.55,NA,NA,21.88,0.90
2861,Physalaemus,Physalaemus_biligonigerus,A,disturbed,12.23,12.87,9.01,13.81,8.88,8.74,9.41,5.97,6.04,12.43,5.65,1.43,NA,NA,23.69,0.65
2862,Elachistocleis,Elachistocleis_bicolor,D,undisturbed,8.94,11.11,6.81,13.51,4.17,3.63,5.83,1.51,1.52,7.31,4.36,NA,NA,NA,28.68,2.25
2863,Scinax,Scinax_fuscovarius,F,undisturbed,14.25,16.20,7.94,12.25,4.58,5.75,7.78,2.24,1.68,10.07,7.51,1.71,1.55,1.47,25.99,1.10
2864,Leptodactylus,Leptodactylus_latinasus,A,disturbed,11.69,14.71,9.47,16.38,5.93,5.86,6.55,1.64,1.99,11.46,6.27,1.81,NA,NA,29.02,1.8
2865,Pseudopaludicola,Pseudopaludicola_falcipes,D,undisturbed,5.52,7.62,3.21,7.79,2.15,1.49,3.29,0.92,1.06,5.29,4.06,0.58,NA,NA,15.52,0.30
2866,Pseudopaludicola,Pseudopaludicola_falcipes,D,undisturbed,10.85,12.44,9.51,13.73,8.53,7.88,9.02,5.92,6.42,11.31,4.08,0.53,NA,NA,20.03,0.15
2867,Pseudopaludicola,Pseudopaludicola_falcipes,D,undisturbed,6.14,6.62,3.86,7.94,2.53,2.57,3.45,0.89,0.76,5.19,3.80,0.71,NA,NA,13.68,0.15
2868,Leptodactylus,Leptodactylus_latinasus,F,undisturbed,12.11,14.38,8.46,14.99,5.59,5.00,6.17,2.07,1.37,11.11,7.35,1.61,NA,NA,29.35,2.15
2869,Leptodactylus,Leptodactylus_mystacinus,F,undisturbed,9.27,11.60,6.95,12.04,4.66,5.49,6.28,1.96,1.67,11.45,7.99,1.54,NA,NA,27.41,1.00
2870,Leptodactylus,Leptodactylus_mystacinus,F,undisturbed,12.06,12.21,7.56,13.19,4.81,4.73,5.13,2.00,1.76,11.23,9.43,1.95,NA,NA,28.28,1.40
2871,Dendropsophus,Dendropsophus_minutus,A,disturbed,9.02,9.84,5.23,6.51,4.20,3.42,5.03,1.83,1.40,5.82,5.45,0.81,0.61,0.86,21.00,0.45
2872,Dendropsophus,Dendropsophus_minutus,A,disturbed,8.22,9.21,4.92,6.81,3.60,3.44,4.03,0.90,1.01,5.51,4.81,0.67,0.75,0.53,18.13,0.15
2873,Dendropsophus,Dendropsophus_minutus,A,disturbed,9.13,9.95,4.61,6.90,3.70,2.74,4.37,1.50,1.54,5.75,4.03,0.91,0.75,NA,20.70,0.30
2874,Rhinella,Rhinella_dorbignyi,C,disturbed,7.17,8.64,5.88,8.04,3.10,3.76,6.26,2.72,2.67,10.25,8.09,1.54,NA,NA,27.65,1.55
2875,Rhinella,Rhinella_dorbignyi,C,disturbed,12.33,11.88,8.84,14.46,5.26,7.03,9.37,3.22,3.83,12.49,11.21,2.22,NA,NA,39.11,5.3
2876,Rhinella,Rhinella_dorbignyi,C,disturbed,14.89,16.01,12.43,16.90,10.52,12.51,14.15,9.23,9.20,18.33,16.35,7.43,NA,NA,44.52,5.30
2877,Elachistocleis,Elachistocleis_bicolor,F,undisturbed,5.62,6.71,4.12,8.41,1.91,2.14,3.53,1.53,1.27,6.28,4.23,NA,NA,NA,19.60,0.60
2878,Boana,Boana_pulchella,F,undisturbed,17.41,20.65,11.62,19.06,7.09,7.11,10.37,3.70,1.87,14.00,8.94,1.78,1.59,1.11,45.67,3.4
2879,Boana,Boana_pulchella,F,undisturbed,19.57,20.32,10.63,12.99,6.55,6.23,10.77,3.50,2.44,11.70,7.87,1.80,1.43,0.97,37.38,2.30
2880,Rhinella,Rhinella_dorbignyi,A,disturbed,6.72,7.94,5.59,10.08,3.77,5.04,6.47,2.72,1.57,8.47,7.95,1.44,NA,NA,27.38,1.60
2881,Rhinella,Rhinella_dorbignyi,A,disturbed,6.34,6.89,4.49,7.58,3.84,4.45,4.80,2.44,1.59,7.88,6.94,1.48,NA,NA,22.28,1.10
2882,Pseudopaludicola,Pseudopaludicola_falcipes,C,disturbed,5.50,7.07,3.67,7.90,2.32,1.93,2.76,0.85,1.20,5.15,3.79,0.86,NA,NA,13.60,0.20
2883,Physalaemus,Physalaemus_gracilis,D,undisturbed,10.82,11.91,6.99,10.85,4.82,4.32,6.85,1.38,1.74,8.60,6.22,1.34,NA,NA,22.90,0.70
2884,Dendropsophus,Dendropsophus_minutus,B,disturbed,7.17,8.42,4.13,7.13,2.66,3.30,4.43,0.83,1.41,5.16,4.64,NA,0.71,0.49,18.23,0.35
2885,Physalaemus,Physalaemus_cuvieri,E,undisturbed,9.12,11.34,4.72,10.82,4.58,4.34,6.06,1.71,0.88,9.58,7.25,1.12,NA,NA,24.81,1.15
2886,Physalaemus,Physalaemus_cuvieri,E,undisturbed,10.23,12.17,5.86,12.51,3.99,4.63,6.86,1.76,0.88,9.25,5.98,0.96,NA,NA,25.84,0.95
2887,Pseudopaludicola,Pseudopaludicola_falcipes,E,undisturbed,7.24,7.33,4.38,9.06,2.69,2.76,4.64,1.05,1.14,5.84,4.55,1.20,NA,NA,14.74,0.35
2888,Pseudopaludicola,Pseudopaludicola_falcipes,E,undisturbed,4.75,6.37,4.07,7.33,2.41,2.12,3.36,0.72,0.78,5.05,4.82,NA,NA,NA,12.92,0.10
2889,Boana,Boana_pulchella,D,undisturbed,14.10,16.45,8.17,14.68,5.39,5.07,7.66,2.81,1.82,9.71,1.18,0.99,0.97,1.05,30.23,0.70
2890,Boana,Boana_pulchella,D,undisturbed,17.45,18.57,9.31,14.78,5.20,6.52,9.49,3.48,2.36,11.85,9.63,1.59,1.45,1.25,34.55,2.10
2891,Pseudis,Pseudis_minuta,E,undisturbed,17.58,20.60,9.53,17.03,5.51,6.43,10.97,2.82,3..37,14.15,11.23,3.37,NA,NA,38.20,5.40
2892,Pseudis,Pseudis_minuta,E,undisturbed,17.01,16.28,8.54,4.62,4.24,6.07,8.37,2.49,2.85,11.57,10.80,2.26,NA,NA,32.15,1.65
2893,Pseudis,Pseudis_minuta,D,undisturbed,13.90,14.03,7.63,14.01,2.99,5.64,9.60,2.04,3.62,12.50,9.94,2.50,NA,NA,28.59,1.50
2894,Physalaemus,Physalaemus_biligonigerus,B,disturbed,8.34,9.07,3.80,9.42,3.05,3.54,5.94,1.01,2.30,6.39,6.53,NA,NA,NA,21.67,0.80
2895,Pseudopaludicola,Pseudopaludicola_falcipes,F,undisturbed,6.04,7.04,3.93,7.74,3.24,1.74,3.22,0.79,1.80,4.90,4.59,0.97,NA,NA,14.45,0.10
2896,Pseudopaludicola,Pseudopaludicola_falcipes,F,undisturbed,6.36,7.46,4.20,7.20,2.69,2.82,3.80,0.89,1.13,4.83,3.94,1.04,NA,NA,14.94,0.10
2897,Pseudopaludicola,Pseudopaludicola_falcipes,F,undisturbed,7.00,7.56,3.63,7.86,2.60,2.51,3.75,0.78,1.13,5.38,4.44,0.54,NA,NA,15.21,0.15
2898,Scinax,Scinax_fuscovarius,E,undisturbed,12.87,15.80,8.27,15.16,3.79,5.70,9.38,2.09,1.39,10.61,6.64,1.45,0.72,1.50,31.14,1.60
2899,Scinax,Scinax_fuscovarius,E,undisturbed,13.53,16.24,9.24,14.18,6.10,5.64,7.83,2.32,1.50,10.72,7.93,1.85,1.43,1.46,31.52,1.45
2900,Scinax,Scinax_fuscovarius,E,undisturbed,14.47,15.58,9.97,11.69,5.33,4.73,7.61,2.30,1.18,9.96,7.50,1.49,1.34,1.17,30.31,1.50
2901,Scinax,Scinax_fuscovarius,E,undisturbed,9.54,14.26,7.80,12.11,4.08,4.86,7.61,2.05,1.53,9.27,7.51,1.36,1.02,0.88,26.95,0.80
2902,Physalaemus,Physalaemus_biligonigerus,F,undisturbed,10.58,10.66,6.54,13.05,3.62,4.48,7.73,1.28,1.47,9.03,7.43,1.10,NA,NA,25.73,1.60
2903,Leptodactylus,Leptodactylus_latinasus,A,disturbed,11.82,15.66,9.04,13.55,4.44,5.86,7.00,2.55,2.09,11.41,6.90,1.86,NA,NA,30.07,1.45
2904,Leptodactylus,Leptodactylus_latinasus,A,disturbed,12.67,15.38,10.30,17.57,5.81,5.36,6.12,2.82,1.63,10.55,7.22,1.39,NA,NA,29.87,1.80
2905,Pseudis,Pseudis_minuta,A,disturbed,16.36,11.97,6.95,14.20,3.97,3.55,8.85,1.93,3.25,11.19,9.04,2.38,NA,NA,25.85,1.45
2906,Pseudis,Pseudis_minuta,A,disturbed,14.50,14.00,7.00,11.60,4.25,3.23,6.69,2.98,2.70,12.21,8.43,2.09,NA,NA,25.86,1.35
2907,Pseudis,Pseudis_minuta,A,disturbed,13.06,13.26,6.87,11.16,3.88,4.10,8.58,1.85,2.66,9.64,7.37,1.89,NA,NA,25.50,1.40
2908,Dendropsophus,Dendropsophus_minutus,E,undisturbed,8.39,10.40,5.49,7.27,3.39,3.34,4.39,1.29,1.22,6.36,5.28,0.86,0.66,0.57,20.35,0.40
2909,Dendropsophus,Dendropsophus_minutus,E,undisturbed,9.04,10.82,5.92,8.68,2.73,3.29,5.03,1.32,1.50,6.58,5.55,0.81,0.58,0.83,19.75,0.40
2910,Dendropsophus,Dendropsophus_minutus,E,undisturbed,9.25,10.74,5.43,9.10,3.25,3.17,5.35,1.52,1.53,6.34,6.03,1.44,0.98,0.71,20.87,0.65
2911,Physalaemus,Physalaemus_biligonigerus,E,undisturbed,6.83,8.56,3.86,8.07,3.40,3.09,4.87,1.42,1.50,7.16,6.58,0.78,NA,NA,21.23,0.65
2912,Physalaemus,Physalaemus_biligonigerus,E,undisturbed,7.71,6.95,4.61,9.51,2.52,3.56,5.48,0.82,2.03,7.46,5.68,0.99,NA,NA,19.94,0.75
2913,Physalaemus,Physalaemus_biligonigerus,E,undisturbed,6.89,7.90,3.95,7.82,3.07,2.93,3.68,1.12,1.67,6.54,5.44,0.67,NA,NA,19.15,0.45
2914,Leptodactylus,Leptodactylus_latrans,E,undisturbed,12.56,14.54,9.11,18.04,5.71,6.05,7.72,2.76,3.00,12.84,10.03,1.96,NA,NA,30.10,2.10
2915,Leptodactylus,Leptodactylus_latrans,E,undisturbed,23.85,30.73,16.69,29.35,7.24,11.92,14.20,3.30,5.33,22.10,14.99,3.36,NA,NA,63.63,19.90
2916,Leptodactylus,Leptodactylus_latrans,E,undisturbed,26.54,29.38,17.45,29.91,8.47,11.50,14.09,4.17,6.11,23.03,15.36,3.60,NA,NA,69.50,19.75
2917,Leptodactylus,Leptodactylus_latrans,F,undisturbed,27.40,29.92,17.18,32.22,9.63,11.26,14.00,5.70,5.30,22.46,17.99,3.52,NA,NA,88.09,19.60
2918,Leptodactylus,Leptodactylus_latrans,F,undisturbed,15.04,19.25,11.89,20.00,6.78,7.20,9.32,2.87,2.80,14.36,10.17,2.94,NA,NA,39.71,4.65
2919,Leptodactylus,Leptodactylus_latrans,F,undisturbed,16.83,18.00,10.10,21.11,6.98,6.93,9.04,2.59,3.08,14.94,8.96,2.57,NA,NA,35.62,3.70
2920,Leptodactylus,Leptodactylus_latrans,C,disturbed,44.17,46.16,32.50,49.41,19.62,21.00,34.46,4.89,6.08,20.45,16.64,4.08,NA,NA,80.83,32.00
2921,Leptodactylus,Leptodactylus_latrans,C,disturbed,17.94,21.49,12.99,24.29,7.18,7.42,1.73,13.17,13.40,17.50,10.67,2.77,NA,NA,44.58,7.35
2922,Leptodactylus,Leptodactylus_latrans,C,disturbed,16.54,17.48,11.04,18.20,8.10,6.57,9.85,4.05,3.52,13.40,8.90,1.92,NA,NA,39.50,3.25
2923,Leptodactylus,Leptodactylus_latrans,A,disturbed,11.62,12.75,7.79,13.08,4.14,5.14,6.17,2.45,2.16,12.45,8.75,1.86,NA,NA,29.03,1.55
2924,Leptodactylus,Leptodactylus_latrans,A,disturbed,14.32,16.83,10.61,18.74,6.21,6.01,8.95,4.50,5.39,13.06,9.31,2.31,NA,NA,33.04,3.10
2925,Leptodactylus,Leptodactylus_latrans,A,disturbed,11.39,12.95,7.99,15.47,4.16,5.07,6.57,2.77,3.71,11.57,7.53,2.22,NA,NA,28.89,1.80
2926,Leptodactylus,Leptodactylus_latrans,B,disturbed,13.90,19.38,10.64,19.84,6.59,5.58,8.42,4.91,5.07,17.20,11.06,2.58,NA,NA,37.62,4.50
2927,Leptodactylus,Leptodactylus_latrans,B,disturbed,17.20,17.92,11.06,19.44,6.98,5.80,9.00,3.97,3.91,14.45,11.20,2.42,NA,NA,33.74,4.25
2928,Pseudopaludicola,Pseudopaludicola_falcipes,B,disturbed,6.12,6.53,3.83,9.45,2.40,1.86,13.58,1.16,1.31,5.57,2.90,NA,NA,NA,12.76,0.10
2929,Elachistocleis,Elachistocleis_bicolor,E,undisturbed,6.12,8.38,4.30,10.13,2.37,2.79,3.69,1.28,1.72,8.52,4.54,NA,NA,NA,22.72,0.65
2930,Leptodactylus,Leptodactylus_latrans,B,disturbed,15.91,17.68,11.05,20.84,6.91,6.27,8.57,3.82,4.54,13.63,10.34,2.68,NA,NA,34.64,3.60
2931,Leptodactylus,Leptodactylus_latrans,E,undisturbed,10.48,14.66,8.58,17.07,4.64,4.43,7.59,3.58,3.64,13.48,8.08,1.59,NA,NA,30.28,1.85
2932,Pseudopaludicola,Pseudopaludicola_falcipes,E,undisturbed,5.24,6.33,4.14,7.33,1.89,2.22,3.15,1.24,1.48,5.77,3.21,0.18,NA,NA,13.59,0.40
2933,Physalaemus,Physalaemus_biligonigerus,C,disturbed,7.83,9.70,6.17,11.42,2.46,3.55,3.73,2.08,3.37,8.69,5.04,NA,NA,NA,21.63,1.10
2934,Physalaemus,Physalaemus_biligonigerus,B,disturbed,5.78,8.25,5.60,10.10,3.21,3.70,4.84,2.44,2.08,8.22,5.13,1.08,NA,NA,19.42,0.85
2935,Leptodactylus,Leptodactylus_latrans,B,disturbed,12.15,14.13,8.89,15.92,5.54,5.90,7.67,3.43,3.80,11.30,7.51,1.96,NA,NA,29.34,1.00
2936,Physalaemus,Physalaemus_biligonigerus,A,disturbed,6.89,8.50,5.47,10.08,3.56,4.15,5.89,1.84,1.44,8.68,6.32,1.32,NA,NA,19.98,0.90
2937,Leptodactylus,Leptodactylus_latrans,A,disturbed,12.32,15.19,8.32,13.95,4.62,6.06,7.84,3.36,1.29,12.60,9.07,1.77,NA,NA,32.57,1.95
2938,Pseudopaludicola,Pseudopaludicola_falcipes,E,undisturbed,3.12,3.89,2.47,4.11,1.05,1.67,2.33,0.73,0.73,3.06,1.82,NA,NA,NA,7.76,0.05
2939,Leptodactylus,Leptodactylus_latrans,A,disturbed,29.08,31.38,17.07,33.85,8.24,12.31,14.58,7.22,8.30,23.59,18.63,3.64,NA,NA,61.09,22.40
2944,Leptodactylus,Leptodactylus_latrans,B,disturbed,24.19,33.72,19.08,33.66,8.40,9.85,14.04,5.23,6.46,21.64,15.18,4.29,NA,NA,70.21,30.50
2945,Leptodactylus,Leptodactylus_latrans,B,disturbed,30.76,38.70,24.32,45.59,16.52,17.72,22.11,9.64,10.91,27.15,14.80,4.03,NA,NA,74.15,33.40
2946,Leptodactylus,Leptodactylus_latrans,B,disturbed,25.99,32.70,18.20,32.24,8.53,12.20,14.88,5.51,6.81,23.73,17.00,4.04,NA,NA,85.22,31.00
2947,Leptodactylus,Leptodactylus_latrans,A,disturbed,37.54,40.59,24.23,41.94,15.06,20.76,19.62,10.94,12.85,35.43,17.72,4.58,NA,NA,83.22,41.15
2948,Leptodactylus,Leptodactylus_latrans,A,disturbed,30.22,35.71,22.01,38.20,6.48,12.38,15.40,4.72,7.73,28.54,20.16,4.60,NA,NA,85.15,49.10
2949,Leptodactylus,Leptodactylus_latrans,A,disturbed,25.17,28.48,14.59,31.29,8.53,7.35,13.65,4.60,5.97,20.50,14.36,3.30,NA,NA,58.26,20.65
3004,Physalaemus,Physalaemus_biligonigerus,E,undisturbed,7.95,8.96,4.02,9.56,2.94,2.94,3.94,1.42,2.93,7.31,5.19,1.79,NA,NA,20.16,0.85
3005,Leptodactylus,Leptodactylus_latrans,E,undisturbed,11.24,12.99,6.26,17.19,4.98,3.60,5.17,1.30,2.39,9.52,7.45,1.51,NA,NA,24.39,1.20
3006,Leptodactylus,Leptodactylus_latrans,B,disturbed,11.33,14.81,8.06,14.41,4.41,3.91,6.58,2.82,3.75,10.88,8.06,1.83,NA,NA,27.96,1.70
3008,Leptodactylus,Leptodactylus_latrans,B,disturbed,13.85,14.31,7.88,14.48,6.74,4.09,8.18,2.19,2.60,10.94,9.22,1.87,NA,NA,28.45,1.30
3009,Leptodactylus,Leptodactylus_latrans,B,disturbed,14.22,16.50,8.15,17.54,7.23,5.29,7.24,2.64,2.71,11.66,9.19,1.87,NA,NA,33.53,2.30
3010,Elachistocleis,Elachistocleis_bicolor,E,undisturbed,4.66,7.52,3.12,7.88,2.32,2.76,4.03,1.55,0.95,7.08,3.61,NA,NA,NA,19.78,0.60
3011,Rhinella,Rhinella_dorbignyi,E,undisturbed,4.66,5.16,3.31,4.06,2.60,3.30,3.72,1.27,1.48,5.54,5.44,1.32,NA,NA,15.10,0.30
3012,Leptodactylus,Leptodactylus_latrans,A,disturbed,13.52,15.67,7.72,17.50,5.34,5.54,7.07,7.71,4.10,12.57,8.95,1.87,NA,NA,30.61,2.60
3013,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,5.04,5.18,2.81,5.35,2.78,2.37,1.98,0.52,0.78,4.67,3.08,NA,NA,NA,11.38,0.05
3014,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,5.58,7.73,3.85,6.53,2.83,2.25,4.14,1.16,1.32,4.80,3.63,NA,NA,NA,13.32,0.15
3015,Pseudopaludicola,Pseudopaludicola_falcipes,A,disturbed,4.74,5.40,2.15,4.53,1.40,1.90,3.24,0.98,0.90,4.60,2.95,NA,NA,NA,10.54,0.10
3016,Pseudopaludicola,Pseudopaludicola_falcipes,D,undisturbed,6.60,7.48,3.60,8.18,2.65,1.50,3.32,0.92,1.32,6.21,4.05,NA,NA,NA,14.60,0.20
3017,Pseudopaludicola,Pseudopaludicola_falcipes,E,undisturbed,6.98,7.20,3.62,6.51,2.95,2.14,3.03,1.27,0.99,5.60,4.68,NA,NA,NA,13.73,0.10
